2% Long Anneal

wavelength (microns), Re(index)
1.0386, 1.48203
1.0386, 1.48203
1.03819, 1.48204
1.03779, 1.48204
1.03738, 1.48205
1.03698, 1.48205
1.03658, 1.48206
1.03617, 1.48206
1.03596, 1.48207
1.03596, 1.48207
1.03577, 1.48207
1.03537, 1.48207
1.03497, 1.48208
1.03456, 1.48209
1.03416, 1.48209
1.03376, 1.4821
1.03336, 1.4821
1.03296, 1.48211
1.03256, 1.48211
1.0325, 1.48211
1.0325, 1.48211
1.03216, 1.48212
1.03176, 1.48212
1.03136, 1.48213
1.03096, 1.48213
1.03056, 1.48214
1.03016, 1.48215
1.02976, 1.48215
1.02937, 1.48216
1.02904, 1.48216
1.02904, 1.48216
1.02897, 1.48216
1.02857, 1.48217
1.02857, 1.48217
1.02817, 1.48217
1.02778, 1.48218
1.02738, 1.48218
1.02699, 1.48219
1.02659, 1.48219
1.02619, 1.4822
1.0258, 1.48221
1.02557, 1.48221
1.02557, 1.48221
1.0254, 1.48221
1.02501, 1.48222
1.02462, 1.48222
1.02422, 1.48223
1.02383, 1.48223
1.02343, 1.48224
1.02304, 1.48224
1.02265, 1.48225
1.02226, 1.48225
1.02211, 1.48226
1.02211, 1.48226
1.02186, 1.48226
1.02147, 1.48226
1.02108, 1.48227
1.02069, 1.48228
1.0203, 1.48228
1.01991, 1.48229
1.01952, 1.48229
1.01913, 1.4823
1.01874, 1.4823
1.01874, 1.4823
1.01865, 1.4823
1.01865, 1.4823
1.01835, 1.48231
1.01796, 1.48231
1.01757, 1.48232
1.01718, 1.48232
1.01679, 1.48233
1.01641, 1.48233
1.01602, 1.48234
1.01563, 1.48234
1.01524, 1.48235
1.01519, 1.48235
1.01519, 1.48235
1.01486, 1.48236
1.01447, 1.48236
1.01408, 1.48237
1.0137, 1.48237
1.01331, 1.48238
1.01293, 1.48238
1.01254, 1.48239
1.01216, 1.48239
1.01177, 1.4824
1.01172, 1.4824
1.01172, 1.4824
1.01139, 1.4824
1.01101, 1.48241
1.01062, 1.48241
1.01024, 1.48242
1.00986, 1.48242
1.00947, 1.48243
1.00909, 1.48244
1.00909, 1.48244
1.00871, 1.48244
1.00833, 1.48245
1.00795, 1.48245
1.00756, 1.48246
1.00718, 1.48246
1.0068, 1.48247
1.00642, 1.48247
1.00604, 1.48248
1.00566, 1.48248
1.00528, 1.48249
1.0049, 1.48249
1.00452, 1.4825
1.00415, 1.4825
1.00377, 1.48251
1.00339, 1.48251
1.00301, 1.48252
1.00263, 1.48253
1.00226, 1.48253
1.00188, 1.48254
1.0015, 1.48254
1.00113, 1.48255
1.00075, 1.48255
1.00038, 1.48256
1, 1.48256

2% Long Anneal

wavelength (microns), Re(index)
1.6884, 1.47704
1.68497, 1.47705
1.68154, 1.47706
1.67811, 1.47708
1.67468, 1.47709
1.67125, 1.4771
1.66782, 1.47712
1.66439, 1.47713
1.66096, 1.47715
1.65753, 1.47716
1.6541, 1.47717
1.65066, 1.47719
1.64723, 1.4772
1.6438, 1.47721
1.64037, 1.47723
1.63693, 1.47724
1.6335, 1.47726
1.63006, 1.47727
1.62663, 1.47729
1.62319, 1.4773
1.61976, 1.47732
1.61632, 1.47733
1.61289, 1.47735
1.60945, 1.47736
1.60601, 1.47738
1.60258, 1.47739
1.6, 1.4774
1.59914, 1.47741
1.59914, 1.47741
1.5957, 1.47742
1.5957, 1.47742
1.59226, 1.47744
1.59226, 1.47744
1.58883, 1.47745
1.58883, 1.47745
1.58539, 1.47747
1.58539, 1.47747
1.58195, 1.47748
1.58195, 1.47748
1.57851, 1.4775
1.57851, 1.4775
1.57633, 1.47751
1.57507, 1.47752
1.57507, 1.47752
1.57163, 1.47753
1.57163, 1.47753
1.56819, 1.47755
1.56819, 1.47755
1.56475, 1.47757
1.56475, 1.47757
1.56131, 1.47758
1.56131, 1.47758
1.55787, 1.4776
1.55787, 1.4776
1.55442, 1.47761
1.55442, 1.47761
1.55335, 1.47762
1.55098, 1.47763
1.55098, 1.47763
1.54754, 1.47765
1.54754, 1.47765
1.5441, 1.47767
1.5441, 1.47767
1.54065, 1.47768
1.54065, 1.47768
1.53721, 1.4777
1.53721, 1.4777
1.53377, 1.47772
1.53377, 1.47772
1.53103, 1.47773
1.53032, 1.47773
1.53032, 1.47773
1.52688, 1.47775
1.52688, 1.47775
1.52344, 1.47777
1.52344, 1.47777
1.51999, 1.47779
1.51999, 1.47779
1.51655, 1.4778
1.51655, 1.4778
1.5131, 1.47782
1.5131, 1.47782
1.50966, 1.47784
1.50966, 1.47784
1.50935, 1.47784
1.50621, 1.47786
1.50621, 1.47786
1.50276, 1.47788
1.50276, 1.47788
1.49932, 1.47789
1.49932, 1.47789
1.49587, 1.47791
1.49587, 1.47791
1.49243, 1.47793
1.49243, 1.47793
1.48898, 1.47795
1.48898, 1.47795
1.48827, 1.47795
1.48553, 1.47797
1.48553, 1.47797
1.48208, 1.47799
1.48208, 1.47799
1.47864, 1.47801
1.47864, 1.47801
1.47519, 1.47803
1.47519, 1.47803
1.47174, 1.47805
1.47174, 1.47805
1.46829, 1.47807
1.46829, 1.47807
1.46777, 1.47807
1.46484, 1.47809
1.46484, 1.47809
1.46139, 1.47811
1.46139, 1.47811
1.45794, 1.47813
1.45794, 1.47813
1.45449, 1.47815
1.45449, 1.47815
1.45104, 1.47817
1.45104, 1.47817
1.44783, 1.47819
1.44759, 1.47819
1.44759, 1.47819
1.44414, 1.47821
1.44414, 1.47821
1.44069, 1.47823
1.44069, 1.47823
1.43724, 1.47825
1.43724, 1.47825
1.43379, 1.47827
1.43379, 1.47827
1.43034, 1.47829
1.43034, 1.47829
1.42842, 1.4783
1.42689, 1.47831
1.42689, 1.47831
1.42344, 1.47833
1.42344, 1.47833
1.41999, 1.47836
1.41999, 1.47836
1.41653, 1.47838
1.41653, 1.47838
1.41308, 1.4784
1.41308, 1.4784
1.40963, 1.47842
1.40963, 1.47842
1.40952, 1.47842
1.40618, 1.47844
1.40618, 1.47844
1.40272, 1.47846
1.40272, 1.47846
1.39927, 1.47849
1.39927, 1.47849
1.39582, 1.47851
1.39582, 1.47851
1.39236, 1.47853
1.39236, 1.47853
1.39112, 1.47854
1.38891, 1.47856
1.38891, 1.47856
1.38546, 1.47858
1.38546, 1.47858
1.382, 1.4786
1.382, 1.4786
1.37855, 1.47863
1.37855, 1.47863
1.37509, 1.47865
1.37509, 1.47865
1.3732, 1.47866
1.37164, 1.47867
1.37164, 1.47867
1.36818, 1.4787
1.36818, 1.4787
1.36473, 1.47872
1.36473, 1.47872
1.36127, 1.47874
1.36127, 1.47874
1.35782, 1.47877
1.35782, 1.47877
1.35573, 1.47878
1.35436, 1.47879
1.35436, 1.47879
1.35091, 1.47882
1.35091, 1.47882
1.34745, 1.47884
1.34745, 1.47884
1.34399, 1.47887
1.34399, 1.47887
1.34054, 1.47889
1.34054, 1.47889
1.33869, 1.47891
1.33708, 1.47892
1.33708, 1.47892
1.33362, 1.47894
1.33362, 1.47894
1.33017, 1.47897
1.33017, 1.47897
1.32671, 1.479
1.32671, 1.479
1.32325, 1.47902
1.32325, 1.47902
1.32208, 1.47903
1.31979, 1.47905
1.31979, 1.47905
1.31634, 1.47907
1.31634, 1.47907
1.31288, 1.4791
1.31288, 1.4791
1.30942, 1.47913
1.30942, 1.47913
1.30596, 1.47916
1.30596, 1.47916
1.30588, 1.47916
1.30251, 1.47918
1.30251, 1.47918
1.29905, 1.47921
1.29905, 1.47921
1.29559, 1.47924
1.29559, 1.47924
1.29213, 1.47927
1.29213, 1.47927
1.29007, 1.47928
1.28867, 1.4793
1.28867, 1.4793
1.28521, 1.47932
1.28521, 1.47932
1.28175, 1.47935
1.28175, 1.47935
1.27829, 1.47938
1.27829, 1.47938
1.27484, 1.47941
1.27484, 1.47941
1.27464, 1.47941
1.27138, 1.47944
1.27138, 1.47944
1.26792, 1.47947
1.26792, 1.47947
1.26446, 1.4795
1.26446, 1.4795
1.261, 1.47953
1.261, 1.47953
1.25957, 1.47954
1.25754, 1.47956
1.25754, 1.47956
1.25408, 1.47959
1.25408, 1.47959
1.25062, 1.47962
1.25062, 1.47962
1.24716, 1.47965
1.24716, 1.47965
1.24486, 1.47967
1.2437, 1.47968
1.2437, 1.47968
1.24024, 1.47971
1.24024, 1.47971
1.23678, 1.47974
1.23678, 1.47974
1.23332, 1.47978
1.23332, 1.47978
1.23048, 1.4798
1.22986, 1.47981
1.22986, 1.47981
1.22639, 1.47984
1.22639, 1.47984
1.22293, 1.47987
1.22293, 1.47987
1.21947, 1.47991
1.21947, 1.47991
1.21644, 1.47993
1.21601, 1.47994
1.21601, 1.47994
1.21255, 1.47997
1.21255, 1.47997
1.20909, 1.48
1.20909, 1.48
1.20563, 1.48004
1.20563, 1.48004
1.20271, 1.48007
1.20217, 1.48007
1.20217, 1.48007
1.1987, 1.48011
1.1987, 1.48011
1.19524, 1.48014
1.19524, 1.48014
1.19178, 1.48018
1.19178, 1.48018
1.18929, 1.4802
1.18832, 1.48021
1.18832, 1.48021
1.18486, 1.48025
1.18486, 1.48025
1.1814, 1.48028
1.1814, 1.48028
1.17793, 1.48032
1.17793, 1.48032
1.17616, 1.48034
1.17447, 1.48036
1.17447, 1.48036
1.17101, 1.48039
1.17101, 1.48039
1.16755, 1.48043
1.16755, 1.48043
1.16409, 1.48047
1.16409, 1.48047
1.16332, 1.48047
1.16062, 1.4805
1.16062, 1.4805
1.15716, 1.48054
1.15716, 1.48054
1.1537, 1.48058
1.1537, 1.48058
1.15076, 1.48061
1.15024, 1.48062
1.15024, 1.48062
1.14677, 1.48066
1.14677, 1.48066
1.14331, 1.48069
1.14331, 1.48069
1.13985, 1.48073
1.13985, 1.48073
1.13846, 1.48075
1.13639, 1.48077
1.13639, 1.48077
1.13292, 1.48081
1.13292, 1.48081
1.12946, 1.48085
1.12946, 1.48085
1.12643, 1.48089
1.126, 1.48089
1.126, 1.48089
1.12254, 1.48094
1.12254, 1.48094
1.11907, 1.48098
1.11907, 1.48098
1.11561, 1.48102
1.11561, 1.48102
1.11464, 1.48103
1.11215, 1.48106
1.11215, 1.48106
1.10868, 1.4811
1.10868, 1.4811
1.10522, 1.48115
1.10522, 1.48115
1.10311, 1.48117
1.10176, 1.48119
1.10176, 1.48119
1.0983, 1.48123
1.0983, 1.48123
1.09483, 1.48128
1.09483, 1.48128
1.0918, 1.48131
1.09137, 1.48132
1.09137, 1.48132
1.08791, 1.48136
1.08791, 1.48136
1.08444, 1.48141
1.08444, 1.48141
1.08098, 1.48145
1.08098, 1.48145
1.08073, 1.48146
1.07752, 1.4815
1.07752, 1.4815
1.07405, 1.48155
1.07405, 1.48155
1.07059, 1.48159
1.07059, 1.48159
1.06988, 1.4816
1.06713, 1.48164
1.06713, 1.48164
1.06367, 1.48169
1.06367, 1.48169
1.0602, 1.48173
1.0602, 1.48173
1.05924, 1.48175
1.05674, 1.48178
1.05674, 1.48178
1.05328, 1.48183
1.05328, 1.48183
1.04981, 1.48188
1.04981, 1.48188
1.04882, 1.48189
1.04635, 1.48193
1.04635, 1.48193
1.04289, 1.48198
1.04289, 1.48198
1.03943, 1.48203
1.03943, 1.48203
1.0386, 1.48204
1.03596, 1.48208
1.03596, 1.48208
1.0325, 1.48213
1.0325, 1.48213
1.02904, 1.48218
1.02904, 1.48218
1.02857, 1.48219
1.02557, 1.48223
1.02557, 1.48223
1.02211, 1.48229
1.02211, 1.48229
1.01874, 1.48234
1.01865, 1.48234
1.01865, 1.48234
1.01519, 1.48239
1.01519, 1.48239
1.01172, 1.48244
1.01172, 1.48244
1.00909, 1.48249
0.999756, 1.48263
0.999756, 1.48263
0.999625, 1.48264
0.998208, 1.48266
0.998208, 1.48266
0.996659, 1.48268
0.996659, 1.48268
0.995109, 1.48271
0.995109, 1.48271
0.99356, 1.48273
0.99356, 1.48273
0.99201, 1.48276
0.99201, 1.48276
0.99046, 1.48278
0.99046, 1.48278
0.990335, 1.48279
0.988909, 1.48281
0.988909, 1.48281
0.987359, 1.48283
0.987359, 1.48283
0.985808, 1.48286
0.985808, 1.48286
0.984257, 1.48289
0.984257, 1.48289
0.982705, 1.48291
0.982705, 1.48291
0.981215, 1.48294
0.981154, 1.48294
0.981154, 1.48294
0.979602, 1.48297
0.979602, 1.48297
0.97805, 1.48299
0.97805, 1.48299
0.976498, 1.48302
0.976498, 1.48302
0.974945, 1.48304
0.974945, 1.48304
0.973392, 1.48307
0.973392, 1.48307
0.972263, 1.48309
0.971839, 1.4831
0.971839, 1.4831
0.970286, 1.48312
0.970286, 1.48312
0.968732, 1.48315
0.968732, 1.48315
0.967178, 1.48318
0.967178, 1.48318
0.965624, 1.48321
0.965624, 1.48321
0.96407, 1.48323
0.96407, 1.48323
0.963472, 1.48324
0.962515, 1.48326
0.962515, 1.48326
0.96096, 1.48329
0.96096, 1.48329
0.959405, 1.48331
0.959405, 1.48331
0.95785, 1.48334
0.95785, 1.48334
0.956294, 1.48337
0.956294, 1.48337
0.954839, 1.4834
0.954738, 1.4834
0.954738, 1.4834
0.953182, 1.48343
0.953182, 1.48343
0.951626, 1.48345
0.951626, 1.48345
0.95007, 1.48348
0.95007, 1.48348
0.948513, 1.48351
0.948513, 1.48351
0.946956, 1.48354
0.946956, 1.48354
0.946359, 1.48355
0.945399, 1.48357
0.945399, 1.48357
0.943841, 1.4836
0.943841, 1.4836
0.942284, 1.48363
0.942284, 1.48363
0.940726, 1.48366
0.940726, 1.48366
0.939168, 1.48368
0.939168, 1.48368
0.938028, 1.48371
0.937609, 1.48371
0.937609, 1.48371
0.936051, 1.48374
0.936051, 1.48374
0.934492, 1.48377
0.934492, 1.48377
0.932933, 1.4838
0.932933, 1.4838
0.931373, 1.48383
0.931373, 1.48383
0.929843, 1.48386
0.929814, 1.48386
0.929814, 1.48386
0.928254, 1.48389
0.928254, 1.48389
0.926694, 1.48392
0.926694, 1.48392
0.925134, 1.48395
0.925134, 1.48395
0.923573, 1.48398
0.923573, 1.48398
0.922013, 1.48401
0.922013, 1.48401
0.921799, 1.48402
0.920452, 1.48405
0.920452, 1.48405
0.918891, 1.48408
0.918891, 1.48408
0.917329, 1.48411
0.917329, 1.48411
0.915768, 1.48414
0.915768, 1.48414
0.914206, 1.48417
0.914206, 1.48417
0.913894, 1.48418
0.912644, 1.4842
0.912644, 1.4842
0.911082, 1.48423
0.911082, 1.48423
0.90952, 1.48426
0.90952, 1.48426
0.907957, 1.48429
0.907957, 1.48429
0.906394, 1.48433
0.906394, 1.48433
0.906122, 1.48433
0.904831, 1.48436
0.904831, 1.48436
0.903268, 1.48439
0.903268, 1.48439
0.901704, 1.48442
0.901704, 1.48442
0.900141, 1.48446
0.900141, 1.48446
0.898577, 1.48449
0.898577, 1.48449
0.898482, 1.48449
0.897013, 1.48452
0.897013, 1.48452
0.895448, 1.48455
0.895448, 1.48455
0.893884, 1.48459
0.893884, 1.48459
0.892319, 1.48462
0.892319, 1.48462
0.89097, 1.48465
0.890754, 1.48465
0.890754, 1.48465
0.889189, 1.48469
0.889189, 1.48469
0.887623, 1.48472
0.887623, 1.48472
0.886058, 1.48476
0.886058, 1.48476
0.884492, 1.48479
0.884492, 1.48479
0.883582, 1.48481
0.882926, 1.48482
0.882926, 1.48482
0.88136, 1.48486
0.88136, 1.48486
0.879793, 1.48489
0.879793, 1.48489
0.878227, 1.48493
0.878227, 1.48493
0.87666, 1.48496
0.87666, 1.48496
0.876316, 1.48497
0.875093, 1.485
0.875093, 1.485
0.873526, 1.48503
0.873526, 1.48503
0.871958, 1.48507
0.871958, 1.48507
0.870391, 1.4851
0.870391, 1.4851
0.869168, 1.48513
0.868823, 1.48514
0.868823, 1.48514
0.867255, 1.48517
0.867255, 1.48517
0.865687, 1.48521
0.865687, 1.48521
0.864118, 1.48524
0.864118, 1.48524
0.86255, 1.48528
0.86255, 1.48528
0.862136, 1.48529
0.860981, 1.48531
0.860981, 1.48531
0.859412, 1.48535
0.859412, 1.48535
0.857843, 1.48539
0.857843, 1.48539
0.856273, 1.48542
0.856273, 1.48542
0.855217, 1.48545
0.854704, 1.48546
0.854704, 1.48546
0.853134, 1.4855
0.853134, 1.4855
0.851564, 1.48554
0.851564, 1.48554
0.849994, 1.48557
0.849994, 1.48557
0.848424, 1.48561
0.848424, 1.48561
0.848408, 1.48561
0.846853, 1.48565
0.846853, 1.48565
0.845282, 1.48568
0.845282, 1.48568
0.843711, 1.48572
0.843711, 1.48572
0.84214, 1.48576
0.84214, 1.48576
0.841706, 1.48577
0.840569, 1.4858
0.840569, 1.4858
0.838998, 1.48584
0.838998, 1.48584
0.837426, 1.48588
0.837426, 1.48588
0.835854, 1.48592
0.835854, 1.48592
0.83511, 1.48593
0.834282, 1.48595
0.834282, 1.48595
0.83271, 1.48599
0.83271, 1.48599
0.831138, 1.48603
0.831138, 1.48603
0.829565, 1.48607
0.829565, 1.48607
0.828616, 1.4861
0.827992, 1.48611
0.827992, 1.48611
0.82642, 1.48615
0.82642, 1.48615
0.824847, 1.48619
0.824847, 1.48619
0.823273, 1.48623
0.823273, 1.48623
0.822222, 1.48626
0.8217, 1.48627
0.8217, 1.48627
0.820126, 1.48631
0.820126, 1.48631
0.818553, 1.48635
0.818553, 1.48635
0.816979, 1.48639
0.816979, 1.48639
0.815926, 1.48642
0.815405, 1.48644
0.815405, 1.48644
0.81383, 1.48648
0.81383, 1.48648
0.812256, 1.48652
0.812256, 1.48652
0.810681, 1.48656
0.810681, 1.48656
0.809726, 1.48659
0.809106, 1.4866
0.809106, 1.4866
0.807531, 1.48664
0.807531, 1.48664
0.805956, 1.48669
0.805956, 1.48669
0.804381, 1.48673
0.804381, 1.48673
0.80362, 1.48675
0.802806, 1.48677
0.802806, 1.48677
0.80123, 1.48681
0.80123, 1.48681
0.799654, 1.48686
0.799654, 1.48686
0.798078, 1.4869
0.798078, 1.4869
0.797605, 1.48691
0.796502, 1.48694
0.796502, 1.48694
0.794926, 1.48699
0.794926, 1.48699
0.793349, 1.48703
0.793349, 1.48703
0.791773, 1.48707
0.791773, 1.48707
0.791679, 1.48708
0.790196, 1.48712
0.790196, 1.48712
0.788619, 1.48716
0.788619, 1.48716
0.787042, 1.48721
0.787042, 1.48721
0.785841, 1.48724
0.785465, 1.48725
0.785465, 1.48725
0.783887, 1.4873
0.783887, 1.4873
0.78231, 1.48734
0.78231, 1.48734
0.780732, 1.48739
0.780732, 1.48739
0.780088, 1.4874
0.779154, 1.48743
0.779154, 1.48743
0.777576, 1.48748
0.777576, 1.48748
0.775998, 1.48752
0.775998, 1.48752
0.77442, 1.48757
0.77442, 1.48757
0.774419, 1.48757
0.772841, 1.48761
0.772841, 1.48761
0.771262, 1.48766
0.771262, 1.48766
0.769684, 1.48771
0.769684, 1.48771
0.768831, 1.48773
0.768105, 1.48775
0.768105, 1.48775
0.766526, 1.4878
0.766526, 1.4878
0.764946, 1.48785
0.764946, 1.48785
0.763367, 1.4879
0.763367, 1.4879
0.763324, 1.4879
0.761787, 1.48794
0.761787, 1.48794
0.760208, 1.48799
0.760208, 1.48799
0.758628, 1.48804
0.758628, 1.48804
0.757895, 1.48806
0.757048, 1.48809
0.757048, 1.48809
0.755468, 1.48814
0.755468, 1.48814
0.753888, 1.48819
0.753888, 1.48819
0.752542, 1.48823
0.752307, 1.48823
0.752307, 1.48823
0.750727, 1.48828
0.750727, 1.48828
0.749146, 1.48833
0.749146, 1.48833
0.747565, 1.48838
0.747565, 1.48838
0.747265, 1.48839
0.745984, 1.48843
0.745984, 1.48843
0.744403, 1.48848
0.744403, 1.48848
0.742822, 1.48853
0.742822, 1.48853
0.742061, 1.48856
0.741241, 1.48858
0.741241, 1.48858
0.739659, 1.48863
0.739659, 1.48863
0.738077, 1.48868
0.738077, 1.48868
0.736929, 1.48872
0.736496, 1.48874
0.736496, 1.48874
0.734914, 1.48879
0.734914, 1.48879
0.733332, 1.48884
0.733332, 1.48884
0.731868, 1.48889
0.731749, 1.48889
0.731749, 1.48889
0.730167, 1.48894
0.730167, 1.48894
0.728585, 1.48899
0.728585, 1.48899
0.727002, 1.48905
0.727002, 1.48905
0.726876, 1.48905
0.725419, 1.4891
0.725419, 1.4891
0.723837, 1.48915
0.723837, 1.48915
0.722254, 1.48921
0.722254, 1.48921
0.721951, 1.48922
0.720671, 1.48926
0.720671, 1.48926
0.719087, 1.48931
0.719087, 1.48931
0.717504, 1.48937
0.717504, 1.48937
0.717093, 1.48938
0.71592, 1.48942
0.71592, 1.48942
0.714337, 1.48947
0.714337, 1.48947
0.712753, 1.48953
0.712753, 1.48953
0.712299, 1.48954
0.711169, 1.48958
0.711169, 1.48958
0.709585, 1.48964
0.709585, 1.48964
0.708001, 1.48969
0.708001, 1.48969
0.70757, 1.48971
0.706417, 1.48975
0.706417, 1.48975
0.704833, 1.4898
0.704833, 1.4898
0.703248, 1.48986
0.703248, 1.48986
0.702902, 1.48987
0.701664, 1.48992
0.701664, 1.48992
0.700079, 1.48997
0.700079, 1.48997
0.698494, 1.49003
0.698494, 1.49003
0.698296, 1.49004
0.696909, 1.49009
0.696909, 1.49009
0.695324, 1.49014
0.695324, 1.49014
0.69375, 1.4902
0.693739, 1.4902
0.693739, 1.4902
0.692154, 1.49026
0.692154, 1.49026
0.690569, 1.49031
0.690569, 1.49031
0.689263, 1.49036
0.688983, 1.49037
0.688983, 1.49037
0.687397, 1.49043
0.687397, 1.49043
0.685812, 1.49049
0.685812, 1.49049
0.684833, 1.49052
0.684226, 1.49055
0.684226, 1.49055
0.68264, 1.4906
0.68264, 1.4906
0.681054, 1.49066
0.681054, 1.49066
0.68046, 1.49069
0.679468, 1.49072
0.679468, 1.49072
0.677882, 1.49078
0.677882, 1.49078
0.676295, 1.49084
0.676295, 1.49084
0.676142, 1.49085
0.674709, 1.4909
0.674709, 1.4909
0.673122, 1.49096
0.673122, 1.49096
0.671879, 1.49101
0.671536, 1.49102
0.671536, 1.49102
0.669949, 1.49108
0.669949, 1.49108
0.668362, 1.49114
0.668362, 1.49114
0.667669, 1.49117
0.666775, 1.4912
0.666775, 1.4912
0.665188, 1.49127
0.665188, 1.49127
0.663601, 1.49133
0.663601, 1.49133
0.663512, 1.49133
0.662013, 1.49139
0.662013, 1.49139
0.660426, 1.49145
0.660426, 1.49145
0.659406, 1.49149
0.658839, 1.49151
0.658839, 1.49151
0.657251, 1.49158
0.657251, 1.49158
0.655663, 1.49164
0.655663, 1.49164
0.655351, 1.49165
0.654075, 1.4917
0.654075, 1.4917
0.652488, 1.49177
0.652488, 1.49177
0.651345, 1.49181
0.6509, 1.49183
0.6509, 1.49183
0.649312, 1.49189
0.649312, 1.49189
0.647723, 1.49196
0.647723, 1.49196
0.647388, 1.49197
0.646135, 1.49202
0.646135, 1.49202
0.644547, 1.49208
0.644547, 1.49208
0.643478, 1.49213
0.642958, 1.49215
0.642958, 1.49215
0.64137, 1.49221
0.64137, 1.49221
0.639781, 1.49228
0.639781, 1.49228
0.639616, 1.49228
0.638193, 1.49234
0.638193, 1.49234
0.636604, 1.49241
0.636604, 1.49241
0.6358, 1.49244
0.635015, 1.49247
0.635015, 1.49247
0.633426, 1.49254
0.633426, 1.49254
0.632028, 1.4926
0.631837, 1.49261
0.631837, 1.49261
0.630248, 1.49267
0.630248, 1.49267
0.628659, 1.49274
0.628659, 1.49274
0.628302, 1.49275
0.627069, 1.4928
0.627069, 1.4928
0.62548, 1.49287
0.62548, 1.49287
0.624619, 1.49291
0.623891, 1.49294
0.623891, 1.49294
0.622301, 1.49301
0.622301, 1.49301
0.620979, 1.49306
0.620711, 1.49307
0.620711, 1.49307
0.619122, 1.49314
0.619122, 1.49314
0.617532, 1.49321
0.617532, 1.49321
0.617381, 1.49322
0.615942, 1.49328
0.615942, 1.49328
0.614352, 1.49335
0.614352, 1.49335
0.613825, 1.49337
0.612762, 1.49341
0.612762, 1.49341
0.611172, 1.49348
0.611172, 1.49348
0.610309, 1.49352
0.609582, 1.49355
0.609582, 1.49355
0.607992, 1.49362
0.607992, 1.49362
0.606834, 1.49367
0.606401, 1.49369
0.606401, 1.49369
0.604811, 1.49376
0.604811, 1.49376
0.603398, 1.49382
0.603221, 1.49383
0.603221, 1.49383
0.60163, 1.4939
0.60163, 1.4939
0.60004, 1.49397
0.60004, 1.49397
0.6, 1.49397
0.598449, 1.49404
0.598449, 1.49404
0.596858, 1.49411
0.596858, 1.49411
0.596641, 1.49412
0.595267, 1.49418
0.595267, 1.49418
0.593677, 1.49425
0.593677, 1.49425
0.593318, 1.49426
0.592086, 1.49432
0.592086, 1.49432
0.590495, 1.49439
0.590495, 1.49439
0.590033, 1.49441
0.588904, 1.49446
0.588904, 1.49446
0.587312, 1.49453
0.587312, 1.49453
0.586784, 1.49455
0.585721, 1.4946
0.585721, 1.4946
0.58413, 1.49467
0.58413, 1.49467
0.583571, 1.4947
0.582539, 1.49474
0.582539, 1.49474
0.580947, 1.49481
0.580947, 1.49481
0.580392, 1.49484
0.579356, 1.49489
0.579356, 1.49489
0.577764, 1.49496
0.577764, 1.49496
0.577248, 1.49498
0.576173, 1.49503
0.576173, 1.49503
0.574581, 1.4951
0.574581, 1.4951
0.574138, 1.49512
0.57299, 1.49517
0.57299, 1.49517
0.571398, 1.49524
0.571398, 1.49524
0.571061, 1.49526
0.569806, 1.49532
0.569806, 1.49532
0.568214, 1.49539
0.568214, 1.49539
0.568017, 1.4954
0.566622, 1.49546
0.566622, 1.49546
0.56503, 1.49553
0.56503, 1.49553
0.565005, 1.49553
0.563438, 1.4956
0.563438, 1.4956
0.562025, 1.49567
0.561846, 1.49568
0.561846, 1.49568
0.560254, 1.49575
0.560254, 1.49575
0.559077, 1.4958
0.558662, 1.49582
0.558662, 1.49582
0.55707, 1.49589
0.55707, 1.49589
0.556159, 1.49593
0.555478, 1.49596
0.555478, 1.49596
0.553885, 1.49604
0.553885, 1.49604
0.553271, 1.49606
0.552293, 1.49611
0.552293, 1.49611
0.550701, 1.49618
0.550701, 1.49618
0.550413, 1.49619
0.549108, 1.49625
0.549108, 1.49625
0.547585, 1.49632
0.547516, 1.49633
0.547516, 1.49633
0.545923, 1.4964
0.545923, 1.4964
0.544785, 1.49645
0.544331, 1.49647
0.544331, 1.49647
0.542738, 1.49654
0.542738, 1.49654
0.542014, 1.49657
0.541145, 1.49661
0.541145, 1.49661
0.539553, 1.49668
0.539553, 1.49668
0.539271, 1.4967
0.53796, 1.49676
0.53796, 1.49676
0.536556, 1.49682
0.536367, 1.49683
0.536367, 1.49683
0.534774, 1.4969
0.534774, 1.4969
0.533868, 1.49694
0.533181, 1.49697
0.533181, 1.49697
0.531589, 1.49704
0.531589, 1.49704
0.531206, 1.49706
0.529996, 1.49711
0.529996, 1.49711
0.528571, 1.49717
0.528403, 1.49718
0.528403, 1.49718
0.52681, 1.49725
0.52681, 1.49725
0.525962, 1.49729
0.525216, 1.49732
0.525216, 1.49732
0.523623, 1.49739
0.523623, 1.49739
0.523379, 1.4974
0.52203, 1.49746
0.52203, 1.49746
0.520821, 1.49751
0.520437, 1.49753
0.520437, 1.49753
0.518844, 1.4976
0.518844, 1.4976
0.518288, 1.49762
0.517251, 1.49767
0.517251, 1.49767
0.515779, 1.49773
0.515658, 1.49774
0.515658, 1.49774
0.514064, 1.4978
0.514064, 1.4978
0.513295, 1.49784
0.512471, 1.49787
0.512471, 1.49787
0.510878, 1.49794
0.510878, 1.49794
0.510834, 1.49794
0.509284, 1.49801
0.509284, 1.49801
0.508397, 1.49804
0.507691, 1.49807
0.507691, 1.49807
0.506098, 1.49814
0.506098, 1.49814
0.505983, 1.49814
0.504504, 1.4982
0.504504, 1.4982
0.503592, 1.49824
0.502911, 1.49827
0.502911, 1.49827
0.501317, 1.49833
0.501317, 1.49833
0.501223, 1.49833
