2% Long Anneal

wavelength (microns), Re(index)
0.499724, 1.49839
0.499724, 1.49839
0.498876, 1.49843
0.49813, 1.49846
0.49813, 1.49846
0.496552, 1.49852
0.496537, 1.49852
0.496537, 1.49852
0.494943, 1.49858
0.494943, 1.49858
0.494249, 1.49861
0.493349, 1.49864
0.493349, 1.49864
0.491967, 1.4987
0.491756, 1.4987
0.491756, 1.4987
0.490162, 1.49876
0.490162, 1.49876
0.489706, 1.49878
0.487466, 1.49887
0.485246, 1.49895
0.483046, 1.49904
0.480866, 1.49912
0.478706, 1.49921
0.476565, 1.49929
0.474443, 1.49938
0.47234, 1.49946
0.470256, 1.49955
0.46819, 1.49963
0.466142, 1.49972
0.464111, 1.4998
0.462099, 1.49989
0.460104, 1.49997
0.458126, 1.50006
0.456164, 1.50014
0.45422, 1.50023
0.452292, 1.50031
0.45038, 1.5004
0.448485, 1.50048
0.446605, 1.50057
0.444741, 1.50065
0.442893, 1.50074
0.44106, 1.50082
0.439242, 1.50091
0.437438, 1.50099
0.43565, 1.50108
0.433876, 1.50116
0.432117, 1.50125
0.430372, 1.50133
0.42864, 1.50142
0.426923, 1.5015
0.425219, 1.50159
0.423529, 1.50167
0.421853, 1.50176
0.420189, 1.50184
0.418539, 1.50193
0.416901, 1.50201
0.415277, 1.5021
0.413665, 1.50218
0.412065, 1.50227
0.410478, 1.50235
0.408903, 1.50244
0.407339, 1.50252
0.405788, 1.50261
0.404249, 1.50269
0.402721, 1.50278
0.401205, 1.50286
0.3997, 1.50295
0.398206, 1.50303
0.396724, 1.50312
0.395252, 1.5032
0.393792, 1.50329
0.392342, 1.50337
0.390902, 1.50346
0.389474, 1.50354
0.388055, 1.50363
0.386647, 1.50371
0.385249, 1.5038
0.383862, 1.50388
0.382484, 1.50396
0.381116, 1.50405
0.379758, 1.50413
0.378409, 1.50422
0.37707, 1.5043
0.37574, 1.50439
0.37442, 1.50447
0.373109, 1.50456
0.371807, 1.50464
0.370515, 1.50473
0.369231, 1.50481
0.367956, 1.5049
0.36669, 1.50498
0.365432, 1.50507
0.364183, 1.50515
0.362943, 1.50524
0.361711, 1.50532
0.360487, 1.50541
0.359272, 1.50549
0.358065, 1.50558
0.356865, 1.50566
0.355674, 1.50575
0.354491, 1.50583
0.353316, 1.50592
0.352148, 1.506
0.350988, 1.50608
0.349836, 1.50617
0.348691, 1.50625
0.347554, 1.50634
0.346424, 1.50642
0.345301, 1.50651
0.344186, 1.50659
0.343078, 1.50668
0.341977, 1.50676
0.340883, 1.50685
0.339796, 1.50693
0.338716, 1.50702
0.337643, 1.5071
0.336576, 1.50719
0.335516, 1.50727
0.334463, 1.50736
0.333417, 1.50744
0.332377, 1.50752
0.331343, 1.50761
0.330316, 1.50769
0.329295, 1.50778
0.328281, 1.50786
0.327273, 1.50795
0.326271, 1.50803
0.325275, 1.50812
0.324285, 1.5082
0.323301, 1.50829
0.322323, 1.50837
0.321351, 1.50846
0.320385, 1.50854
0.319424, 1.50862
0.31847, 1.50871
0.317521, 1.50879
0.316578, 1.50888
0.31564, 1.50896
0.314708, 1.50905
0.313781, 1.50913
0.31286, 1.50922
0.311944, 1.5093
0.311033, 1.50939
0.310128, 1.50947
0.309228, 1.50955
0.308333, 1.50964
0.307444, 1.50972
0.306559, 1.50981
0.30568, 1.50989
0.304805, 1.50998
0.303936, 1.51006
0.303072, 1.51015
0.302212, 1.51023
0.301357, 1.51032
0.300508, 1.5104
0.299663, 1.51048
0.298822, 1.51057
0.297987, 1.51065
0.297156, 1.51074
0.296329, 1.51082
0.295507, 1.51091
0.29469, 1.51099
0.293878, 1.51108
0.293069, 1.51116
0.292265, 1.51124
0.291466, 1.51133
0.290671, 1.51141
0.28988, 1.5115
0.289094, 1.51158
0.288312, 1.51167
0.287534, 1.51175
0.28676, 1.51184
0.28599, 1.51192
0.285225, 1.512
0.284463, 1.51209
0.283706, 1.51217
0.282953, 1.51226
0.282203, 1.51234
0.281458, 1.51243
0.280717, 1.51251
0.279979, 1.51259
0.279245, 1.51268
0.278515, 1.51276
0.277789, 1.51285
0.277067, 1.51293
0.276349, 1.51302
0.275634, 1.5131
0.274923, 1.51319
0.274215, 1.51327
0.273511, 1.51335
0.272811, 1.51344
0.272114, 1.51352
0.271421, 1.51361
0.270732, 1.51369
0.270046, 1.51378
0.269363, 1.51386
0.268684, 1.51394
0.268008, 1.51403
0.267336, 1.51411
0.266667, 1.5142
0.266001, 1.51428
0.265339, 1.51437
0.26468, 1.51445
0.264024, 1.51453
0.263371, 1.51462
0.262722, 1.5147
0.262076, 1.51479
0.261433, 1.51487
0.260793, 1.51496
0.260156, 1.51504
0.259523, 1.51512
0.258892, 1.51521
0.258265, 1.51529
0.25764, 1.51538
0.257019, 1.51546
0.2564, 1.51554
0.255785, 1.51563
0.255172, 1.51571
0.254563, 1.5158
0.253956, 1.51588
0.253352, 1.51597
0.252751, 1.51605
0.252153, 1.51613
0.251558, 1.51622
0.250966, 1.5163
0.250376, 1.51639
0.249789, 1.51647
0.249205, 1.51655
0.248623, 1.51664
0.248045, 1.51672
0.247469, 1.51681
0.246895, 1.51689
0.246325, 1.51698
0.245756, 1.51706
0.245191, 1.51714
0.244628, 1.51723
0.244068, 1.51731
0.24351, 1.5174
0.242955, 1.51748
0.242402, 1.51756
0.241852, 1.51765
0.241304, 1.51773
0.240759, 1.51782
0.240216, 1.5179
0.239676, 1.51798
0.239138, 1.51807
0.238603, 1.51815
0.23807, 1.51824
0.237539, 1.51832
0.237011, 1.5184
0.236485, 1.51849
0.235961, 1.51857
0.23544, 1.51866
0.234921, 1.51874
0.234404, 1.51882
0.233889, 1.51891
0.233377, 1.51899
0.232867, 1.51908
0.232359, 1.51916
0.231854, 1.51924
0.23135, 1.51933
0.230849, 1.51941
0.23035, 1.5195
0.229853, 1.51958
0.229359, 1.51966
0.228866, 1.51975
0.228375, 1.51983
0.227887, 1.51992
0.227401, 1.52
0.226917, 1.52008
0.226434, 1.52017
0.225954, 1.52025
0.225476, 1.52034
0.225, 1.52042
0.224526, 1.5205
0.224054, 1.52059
0.223584, 1.52067
0.223116, 1.52076
0.222649, 1.52084
0.222185, 1.52092
0.221723, 1.52101
0.221262, 1.52109
0.220804, 1.52118
0.220347, 1.52126
0.219893, 1.52134
0.21944, 1.52143
0.218989, 1.52151
0.21854, 1.52159
0.218093, 1.52168
0.217647, 1.52176
0.217203, 1.52185
0.216762, 1.52193
0.216322, 1.52201
0.215883, 1.5221
0.215447, 1.52218
0.215012, 1.52227
0.214579, 1.52235
0.214148, 1.52243
0.213718, 1.52252
0.213291, 1.5226
0.212865, 1.52268
0.21244, 1.52277
0.212018, 1.52285
0.211597, 1.52294
0.211177, 1.52302
0.210759, 1.5231
0.210343, 1.52319
0.209929, 1.52327
0.209516, 1.52336
0.209105, 1.52344
0.208696, 1.52352
0.208288, 1.52361
0.207881, 1.52369
0.207477, 1.52377
0.207073, 1.52386
0.206672, 1.52394
0.206272, 1.52403
0.205873, 1.52411
0.205476, 1.52419
0.205081, 1.52428
0.204687, 1.52436
0.204294, 1.52444
0.203904, 1.52453
0.203514, 1.52461
0.203126, 1.52469
0.20274, 1.52478
0.202355, 1.52486
0.201971, 1.52495
0.201589, 1.52503
0.201208, 1.52511
0.200829, 1.5252
0.200451, 1.52528
0.200075, 1.52536
0.1997, 1.52545
0.199327, 1.52553
0.198954, 1.52562
0.198584, 1.5257
0.198214, 1.52578
0.197846, 1.52587
0.19748, 1.52595
0.197114, 1.52603
0.19675, 1.52612
0.196388, 1.5262
0.196026, 1.52628
0.195667, 1.52637
0.195308, 1.52645
0.194951, 1.52654
0.194595, 1.52662
0.19424, 1.5267
0.193886, 1.52679
0.193534, 1.52687
0.193183, 1.52695
0.192834, 1.52704
0.192486, 1.52712
0.192138, 1.5272
0.191793, 1.52729
0.191448, 1.52737
0.191105, 1.52745
0.190763, 1.52754
0.190422, 1.52762
0.190082, 1.5277
0.189744, 1.52779
0.189406, 1.52787
0.18907, 1.52796
0.188735, 1.52804
0.188402, 1.52812
0.188069, 1.52821
0.187738, 1.52829
0.187408, 1.52837
0.187079, 1.52846
0.186751, 1.52854
0.186424, 1.52862
0.186098, 1.52871
0.185774, 1.52879
0.185451, 1.52887
0.185129, 1.52896
0.184807, 1.52904
0.184488, 1.52912
0.184169, 1.52921
0.183851, 1.52929
0.183534, 1.52937
0.183219, 1.52946
0.182904, 1.52954
0.182591, 1.52962
0.182278, 1.52971
0.181967, 1.52979
0.181657, 1.52988
0.181348, 1.52996
0.18104, 1.53004
0.180733, 1.53013
0.180427, 1.53021
0.180122, 1.53029
0.179818, 1.53038
0.179515, 1.53046
0.179213, 1.53054
0.178912, 1.53063
0.178612, 1.53071
0.178313, 1.53079
0.178015, 1.53088
0.177718, 1.53096
0.177423, 1.53104
0.177128, 1.53113
0.176834, 1.53121
0.176541, 1.53129
0.176249, 1.53138
0.175958, 1.53146
0.175668, 1.53154
0.175379, 1.53163
0.17509, 1.53171
0.174803, 1.53179
0.174517, 1.53188
0.174232, 1.53196
0.173947, 1.53204
0.173664, 1.53213
0.173381, 1.53221
0.173099, 1.53229
0.172819, 1.53238
0.172539, 1.53246
0.17226, 1.53254
0.171982, 1.53263
0.171705, 1.53271
0.171429, 1.53279
0.171153, 1.53287
0.170879, 1.53296
0.170605, 1.53304
0.170332, 1.53312
0.170061, 1.53321
0.16979, 1.53329
0.16952, 1.53337
0.16925, 1.53346
0.168982, 1.53354
0.168714, 1.53362
0.168448, 1.53371
0.168182, 1.53379
0.167917, 1.53387
0.167653, 1.53396
0.167389, 1.53404
0.167127, 1.53412
0.166865, 1.53421
0.166604, 1.53429
0.166344, 1.53437
0.166085, 1.53446
0.165826, 1.53454
0.165569, 1.53462
0.165312, 1.53471
0.165056, 1.53479
0.1648, 1.53487
0.164546, 1.53495
0.164292, 1.53504
0.164039, 1.53512
0.163787, 1.5352
0.163536, 1.53529
0.163285, 1.53537
0.163035, 1.53545
0.162786, 1.53554
0.162538, 1.53562
0.162291, 1.5357
0.162044, 1.53579
0.161798, 1.53587
0.161552, 1.53595
0.161308, 1.53604
0.161064, 1.53612
0.160821, 1.5362
0.160579, 1.53628
0.160337, 1.53637
0.160096, 1.53645
0.159856, 1.53653
0.159617, 1.53662
0.159378, 1.5367
0.15914, 1.53678
0.158902, 1.53687
0.158666, 1.53695
0.15843, 1.53703
0.158195, 1.53711
0.15796, 1.5372
0.157726, 1.53728
0.157493, 1.53736
0.157261, 1.53745
0.157029, 1.53753
0.156798, 1.53761
0.156568, 1.5377
0.156338, 1.53778
0.156109, 1.53786
0.155881, 1.53794
0.155653, 1.53803
0.155426, 1.53811
0.1552, 1.53819
0.154974, 1.53828
0.154749, 1.53836
0.154524, 1.53844
0.154301, 1.53853
0.154078, 1.53861
0.153855, 1.53869
0.153633, 1.53877
0.153412, 1.53886
0.153191, 1.53894
0.152972, 1.53902
0.152752, 1.53911
0.152534, 1.53919
0.152316, 1.53927
0.152098, 1.53935
0.151881, 1.53944
0.151665, 1.53952
0.15145, 1.5396
0.151235, 1.53969
0.15102, 1.53977
0.150807, 1.53985
0.150594, 1.53993
0.150381, 1.54002
0.150169, 1.5401
0.149958, 1.54018
0.149747, 1.54027
0.149537, 1.54035
0.149327, 1.54043
0.149118, 1.54051
0.14891, 1.5406
0.148702, 1.54068
0.148495, 1.54076
0.148288, 1.54085
0.148082, 1.54093
0.147877, 1.54101
0.147672, 1.54109
0.147467, 1.54118
0.147264, 1.54126
0.14706, 1.54134
0.146858, 1.54143
0.146656, 1.54151
0.146454, 1.54159
0.146253, 1.54167
0.146053, 1.54176
0.145853, 1.54184
0.145653, 1.54192
0.145455, 1.54201
0.145256, 1.54209
0.145059, 1.54217
0.144861, 1.54225
0.144665, 1.54234
0.144469, 1.54242
0.144273, 1.5425
0.144078, 1.54258
0.143883, 1.54267
0.143689, 1.54275
0.143496, 1.54283
0.143303, 1.54292
0.14311, 1.543
0.142918, 1.54308
0.142727, 1.54316
0.142536, 1.54325
0.142346, 1.54333
0.142156, 1.54341
0.141966, 1.54349
0.141778, 1.54358
0.141589, 1.54366
0.141401, 1.54374
0.141214, 1.54382
0.141027, 1.54391
0.140841, 1.54399
0.140655, 1.54407
0.140469, 1.54416
0.140284, 1.54424
0.1401, 1.54432
0.139916, 1.5444
0.139732, 1.54449
0.13955, 1.54457
0.139367, 1.54465
0.139185, 1.54473
0.139003, 1.54482
0.138822, 1.5449
0.138642, 1.54498
0.138462, 1.54506
0.138282, 1.54515
0.138103, 1.54523
0.137924, 1.54531
0.137746, 1.54539
0.137568, 1.54548
0.13739, 1.54556
0.137213, 1.54564
0.137037, 1.54572
0.136861, 1.54581
0.136685, 1.54589
0.13651, 1.54597
0.136336, 1.54605
0.136162, 1.54614
0.135988, 1.54622
0.135814, 1.5463
0.135642, 1.54638
0.135469, 1.54647
0.135297, 1.54655
0.135126, 1.54663
0.134954, 1.54671
0.134784, 1.5468
0.134613, 1.54688
0.134444, 1.54696
0.134274, 1.54704
0.134105, 1.54713
0.133937, 1.54721
0.133769, 1.54729
0.133601, 1.54737
0.133434, 1.54746
0.133267, 1.54754
0.1331, 1.54762
0.132934, 1.5477
0.132769, 1.54779
0.132603, 1.54787
0.132438, 1.54795
0.132274, 1.54803
0.13211, 1.54812
0.131947, 1.5482
0.131783, 1.54828
0.131621, 1.54836
0.131458, 1.54845
0.131296, 1.54853
0.131135, 1.54861
0.130973, 1.54869
0.130813, 1.54878
0.130652, 1.54886
0.130492, 1.54894
0.130333, 1.54902
0.130173, 1.54911
0.130015, 1.54919
0.129856, 1.54927
0.129698, 1.54935
0.12954, 1.54944
0.129383, 1.54952
0.129226, 1.5496
0.12907, 1.54968
0.128914, 1.54976
0.128758, 1.54985
0.128602, 1.54993
0.128447, 1.55001
0.128293, 1.55009
0.128139, 1.55018
0.127985, 1.55026
0.127831, 1.55034
0.127678, 1.55042
0.127525, 1.55051
0.127373, 1.55059
0.127221, 1.55067
0.127069, 1.55075
0.126918, 1.55083
0.126767, 1.55092
0.126616, 1.551
0.126466, 1.55108
0.126316, 1.55116
0.126166, 1.55125
0.126017, 1.55133
0.125868, 1.55141
0.12572, 1.55149
0.125572, 1.55158
0.125424, 1.55166
0.125276, 1.55174
0.125129, 1.55182
0.124982, 1.5519
0.124836, 1.55199
0.12469, 1.55207
0.124544, 1.55215
0.124399, 1.55223
0.124254, 1.55232
0.124109, 1.5524
0.123965, 1.55248
0.123821, 1.55256
0.123677, 1.55264
0.123534, 1.55273
0.12339, 1.55281
0.123248, 1.55289
0.123105, 1.55297
0.122963, 1.55305
0.122822, 1.55314
0.12268, 1.55322
0.122539, 1.5533
0.122398, 1.55338
0.122258, 1.55347
0.122118, 1.55355
0.121978, 1.55363
0.121839, 1.55371
0.121699, 1.55379
0.121561, 1.55388
0.121422, 1.55396
0.121284, 1.55404
0.121146, 1.55412
0.121008, 1.5542
0.120871, 1.55429
0.120734, 1.55437
0.120598, 1.55445
0.120461, 1.55453
0.120325, 1.55462
0.120189, 1.5547
0.120054, 1.55478
0.119919, 1.55486
0.119784, 1.55494
0.11965, 1.55503
0.119515, 1.55511
0.119382, 1.55519
0.119248, 1.55527
0.119115, 1.55535
0.118982, 1.55544
0.118849, 1.55552
0.118717, 1.5556
0.118584, 1.55568
0.118453, 1.55576
0.118321, 1.55585
0.11819, 1.55593
0.118059, 1.55601
0.117928, 1.55609
0.117798, 1.55617
0.117668, 1.55626
0.117538, 1.55634
0.117409, 1.55642
0.117279, 1.5565
0.11715, 1.55658
0.117022, 1.55667
0.116893, 1.55675
0.116765, 1.55683
0.116637, 1.55691
0.11651, 1.55699
0.116383, 1.55708
0.116256, 1.55716
0.116129, 1.55724
0.116003, 1.55732
0.115876, 1.5574
0.115751, 1.55749
0.115625, 1.55757
0.1155, 1.55765
0.115375, 1.55773
0.11525, 1.55781
0.115125, 1.5579
0.115001, 1.55798
0.114877, 1.55806
0.114753, 1.55814
0.11463, 1.55822
0.114507, 1.5583
0.114384, 1.55839
0.114261, 1.55847
0.114139, 1.55855
0.114017, 1.55863
0.113895, 1.55871
0.113773, 1.5588
0.113652, 1.55888
0.113531, 1.55896
0.11341, 1.55904
0.113289, 1.55912
0.113169, 1.55921
0.113049, 1.55929
0.112929, 1.55937
0.11281, 1.55945
0.11269, 1.55953
0.112571, 1.55961
0.112453, 1.5597
0.112334, 1.55978
0.112216, 1.55986
0.112098, 1.55994
0.11198, 1.56002
0.111862, 1.56011
0.111745, 1.56019
0.111628, 1.56027
0.111511, 1.56035
0.111395, 1.56043
0.111278, 1.56051
0.111162, 1.5606
0.111046, 1.56068
0.110931, 1.56076
0.110815, 1.56084
0.1107, 1.56092
0.110585, 1.561
0.110471, 1.56109
0.110356, 1.56117
0.110242, 1.56125
0.110128, 1.56133
0.110014, 1.56141
0.109901, 1.56149
0.109788, 1.56158
0.109675, 1.56166
0.109562, 1.56174
0.109449, 1.56182
0.109337, 1.5619
0.109225, 1.56199
0.109113, 1.56207
0.109002, 1.56215
0.10889, 1.56223
0.108779, 1.56231
0.108668, 1.56239
0.108557, 1.56248
0.108447, 1.56256
0.108337, 1.56264
0.108227, 1.56272
0.108117, 1.5628
0.108007, 1.56288
0.107898, 1.56297
0.107789, 1.56305
0.10768, 1.56313
0.107571, 1.56321
0.107463, 1.56329
0.107354, 1.56337
0.107246, 1.56346
0.107139, 1.56354
0.107031, 1.56362
0.106924, 1.5637
0.106816, 1.56378
0.106709, 1.56386
0.106603, 1.56394
0.106496, 1.56403
0.10639, 1.56411
0.106284, 1.56419
0.106178, 1.56427
0.106072, 1.56435
0.105967, 1.56443
0.105861, 1.56452
0.105756, 1.5646
0.105651, 1.56468
0.105547, 1.56476
0.105442, 1.56484
0.105338, 1.56492
0.105234, 1.56501
0.10513, 1.56509
0.105027, 1.56517
0.104923, 1.56525
0.10482, 1.56533
0.104717, 1.56541
0.104614, 1.56549
0.104512, 1.56558
0.104409, 1.56566
0.104307, 1.56574
0.104205, 1.56582
0.104103, 1.5659
0.104002, 1.56598
0.1039, 1.56606
0.103799, 1.56615
0.103698, 1.56623
0.103597, 1.56631
0.103497, 1.56639
0.103396, 1.56647
0.103296, 1.56655
0.103196, 1.56664
0.103096, 1.56672
0.102996, 1.5668
0.102897, 1.56688
0.102798, 1.56696
0.102699, 1.56704
0.1026, 1.56712
0.102501, 1.56721
0.102402, 1.56729
0.102304, 1.56737
0.102206, 1.56745
0.102108, 1.56753
0.10201, 1.56761
0.101913, 1.56769
0.101815, 1.56777
0.101718, 1.56786
0.101621, 1.56794
0.101524, 1.56802
0.101428, 1.5681
0.101331, 1.56818
0.101235, 1.56826
0.101139, 1.56834
0.101043, 1.56843
0.100947, 1.56851
0.100852, 1.56859
0.100756, 1.56867
0.100661, 1.56875
0.100566, 1.56883
0.100471, 1.56891
0.100377, 1.569
0.100282, 1.56908
0.100188, 1.56916
0.100094, 1.56924
0.1, 1.56932



